company,name,location,salary,edu,experience,skills,demand,发布日期
蚂蚁集团,蚂蚁集团-广告高级算法工程师/专家-上海,上海,30-60K·16薪,本科,3-5年,电商广告算法 Java 算法工程化经验 广告算法 算法策略 行业策略算法,团队介绍职位描述1:1、负责核心业务算法、机制的设计、扩大应用和优化，提升客户收益和持续运营能力以促进规模化进入和投放，提升平台/媒体商业化效率以促进规模化的流量对接，最终提升整个生态发展；2、负责CTR、CVR等核心模型的优化和创新，包括但不限于：持续提升超大模型效果同时平衡性能效率、持续优化稀疏样本带来的冷启动和稳定收敛问题、持续提升多场景/多任务/多客户升级迭代效率和效果；3、紧密结合客户需求和前沿技术、持续不断的进行技术应用和创新，提升平台和客户的商业化效率。职位描述2:1、负责定向广告中的DMP建设、广告受众画像建模、广告受众标签、人群lookalike算法等；2、负责基于关键词的定向能力各模块（query分析、关键词抽取、文本分类、语义理解等）的开发与优化；3、负责关键词人群包的质量优化、关键词推荐的召回和排序策略优化。职位描述1、在机器学习、统计分析、大数据处理等领域有一定的功底，3年以上相关工作经验；有推荐/搜索/广告，异常检测等领域经验者优先；2、优秀的算法应用能力，包括特征提取、模型建立、效果评估、应用部署以及优化迭代等环节；3、优秀的编程能力，至少熟悉一门常用语言及相关的算法库，如java、python、R等；4、计算机、数学或统计学等相关专业优先；热衷于创新技术，适应一定的工作压力；具备较强的业务敏感度者优先。,2024-06-24
阿里云,算法工程师,北京,350-400元/天,硕士,5天/周 2个月,Python Go 算法设计 自然语言处理 深度学习算法 TensorFlow PyTorch,岗位方向岗位职责云安全相关的工作。 恶意流量识别，恶意二进制文件识别，威胁检测，安全大模型等实习地点 北京，杭州方向：机器学习，NLP方向实习工资：面议面向 2024.11 及 2025年暑期毕业的同学，实习期为 24年暑期。1. 扎实的编程基础，熟练使用Java/Python/Go等一种或多种编程语言，熟练使用SQL;2. 熟悉TensorFlow/Pytorch等各类AI框架，熟练使用批计算，流计算、图计算等平台；3. 熟悉机器学习、异常检测、深度学习、强化学习、自然语言处理等算法原理与应用；4. 具备算法工程化能力、算法优化能力、算法创新能力，具备良好的协同沟通能力；5. 熟悉web安全、二进制安全、攻防对抗、威胁情报、机器流量识别等安全领域者优先；,2024-05-21
饿了么,饿了么-nlp算法专家p7/8,上海,40-70K·16薪,硕士,3-5年,人机对话相关经验 知识图谱相关经验 自然语言处理项目经验 知识图谱 大规模预训练LLM 搜索算法,1. 知识图谱。主导、参与、设计知识图谱，包括底层本地层设计、实体挖掘、关系抽取、知识推理等。结合零售、医药等领域，并结合搜索词、场景词，构建更为完整的意图图谱体系。图谱建构既需要考虑行业的多样性，也需兼顾行业实体的属性、关系深度，最终目标是构建并长期迭代一个高覆盖、高质量的知识图谱。2. 意图理解。基本NLP的工作，以NLU为主。其中，搜索关键词理解是主要场景，并有SUG、融合搜、主搜索链路等落地场景。具体NLP任务有且不限于，对于词的基本理解、分类、纠错改写同义归一等。SUG是独立链路，需要引导流量。3. 对话互动。打造搜索、推荐之外的下一代的、对话交互式引擎，面向用户，承接泛意图的、内容知识的流量，在拉动增量订单的同时，增加用户粘性。工作有且不限于：对话管理、意图识别、调用多种引擎完成Q-A、文案封装人机对话等。4、大规模预训练LLM。建设本地生活垂域场景下的语言大模型，基于通用底座，进行retrain or fine-tune；需要对模型训练底层的算力、框架比较熟悉；构建样本、设计训练任务，并持续调优；上层支撑对应的任务和业务场景，拿收益。职位要求：1. 基础NLP方面，有5年以上实际研究或项目经验；或者，在大模型方面，有3年以上的研究或项目经验。总体工作年限在5年以上。2. 良好的编程能力，熟练使用至少一种常用编程语言，如Python、Java、C++。3. 学校要求是985、211学校；过往有研究成果加分。4. 过往有带人经历，带小组、项目，且依然具备一线研发能力，加分。5. 过往经历，尽量在一线互联网大厂；且，经历不破碎，跳槽次数避免频繁不稳定。6. 有知识图谱经历、搜索经历、本地生活到店/到家外卖等工作经历者，加分。,2024-06-06
阿里巴巴集团,算法工程师,北京,45-60K·16薪,本科,3-5年,深度学习 推荐算法 C/C++ Python 大数据处理框架(Spark/Hadoop/Hive) 算法工程化经验 发表算法相关优秀论文 参加算法相关竞赛/获奖 自然语言处理 深度学习算法,职位描述1. 负责LBS智能搜索和推荐的算法和技术研发，应用机器学习/深度学习算法提升搜索和推荐系统效果。2. 负责搜索推荐系统的索引构建及召回算法、相关性匹配算法的研究和优化工作，负责LBS搜索推荐排序的CTR/CVR预估、多样性及探索机制等。3. 需要进行海量用户行为的分析和挖掘，通过数据指引构建算法策略和进行优化。职位要求:1. 计算机及相关专业硕士以上学历，相关工作经验。2. 熟悉数据挖掘、机器学习算法，有LTR排序和CTR预估等实际工作经验，有大规模机器学习排序优化经验者优先；3. 熟悉Python及C/C++语言进行离在线代码开发，熟练使用常用算法和数据结构，对算法有较强的实现能力；4. 有很强的自学能力，对搜索引擎、推荐系统、大数据挖掘等方向有经验优先；5. 具有优秀的分析问题和解决问题的能力，对解决挑战性问题充满激情，具有良好的沟通能力，坦诚直接，重视团队合作。,2024-04-07
阿里巴巴智能信息事业群,算法专家,北京,30-45K·16薪,本科,5-10年,NLP/CV,1. 负责应用NLP/CV/多模态等相关技术，理解用户生产的内容，技术方向包括但不限于: 图文和视频等内容类型的打标分类、内容质量打标、热点发现、评论分析等；2. 预训练模型研究，在NLP或CV等方向，训练大规模预训练模型，为下游各种业务场景算法提供增量价值。,2024-02-11
阿里巴巴集团,自然语言算法专家,北京,50-75K·16薪,硕士,经验不限,语义理解 搜索算法 文本生成 C/C++ 分布式训练 大模型算法 深度学习 模型加速/性能优化 算法工程化经验 发表算法相关优秀论文,职位描述1. 负责自然语言算法研发，包括不限于NLU自然语言理解：文本分类、预训练语言模型以及NLG自然语言生成技术，应用于高德LBS广告系统，包括召回、相关性准入、创意生成等业务，改善LBS场景的信息分发体验。2. 基于高德海量LBS用户行为数据，针对业务需求，独立思考并结合业务的发展，提出合理的解决方案并推动实现。3. 对业界前沿技术保持敏感，结合业务特点，探索将前沿的算法技术应用于实际业务。职位要求1. 计算机、数学或统计学相关专业硕士及以上学历。2. 对以下至少一个领域有深入研究或者资深工作经验 ：a. 搜索、推荐、广告算法；b.自然语言理解算法；c 统计机器学习3. 对算法原理及应用有较深理解，具备优秀的逻辑思维能力，善于发现和推理不同事物之间的关系和影响，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案。4. 具备优秀的分析和解决问题的能力，对解决具有挑战的问题充满激情，具备良好的主动性和求知欲，具备良好的沟通协作和抗压能力。5. 在机器学习、数据挖掘、计算广告学等相关领域顶,2024-03-06
阿里巴巴集团,高级算法工程师/风控算法专家-流量安全,杭州,30-45K·16薪,硕士,3-5年,Java TensorFlow/PyTorch C/C++,"职位描述1. 负责集团多种业务场景下人机识别相关算法研究2. 应用机器学习算法，特别是时间序列信号预测、异常检测、自监督表征、对抗学习相关的机器学习技术，针对海量信息进行风控建模3. 搭建端云协同的人机风控系统，不断提升机器流量的防控能力4. 风控领域前沿技术跟踪，结合多模态数据，进行原型系统的研发和验证职位要求1. 人工智能、计算机、数学、统计等相关专业的硕士或以上学历2. 熟悉至少一种常用深度学习框架（Tensorflow, PyTorch），熟练掌握Python/Java/C中至少一种语言3. 熟悉机器学习算法，特别是时间序列信号预测、异常检测、自监督表征、对抗学习、强化学习中的一种或多种4. 良好的逻辑思考能力，可以从海量数据中挖掘出有价值的规律；良好的沟通协作能力5. 机器学习类竞赛（如Kaggle，天池）获奖经历优先6. 参与或主导过风控、反作弊、对抗学习项目优先7. 机器学习开源项目主要贡献者，在TOP期刊 / 顶会发表过文章优先",2024-03-03
高德地图,nlp算法工程师/专家,北京,30-45K·16薪,本科,3-5年,深度学习算法 Python TensorFlow PyTorch 机器学习算法 人工智能 文本分类 语义分析,职位描述1. 负责高德信息业务-内容理解算法组自然语言理解方向的算法和技术研发，包括但不限于分词、命名实体识别、文本分类、开放标签挖掘、预训练语言模型、文本生成等，应用于POI tag、POI榜单生成、短视频内容理解等实际业务中。2. 开发具体模型算法，和工程团队合作配合，推进线上应用，改善LBS移动出行场景的信息分发体验。职位要求1. 计算机、通信、自动化、电子、数学、统计等理工科专业，硕士及以上学历。2. 掌握传统机器学习和深度学习的基础知识，有自然语言处理相关领域应用经验优先；3. 对业界新技术敏感、喜欢钻研，具备熟练的英文读写能力，在ACL/EMNLP/ICLR/NIPS/AAAI/KDD等顶会或者期刊发表论文者优先； 4. 具备扎实的Python、C++或者Java等编程基础，熟悉主流深度学习工具PyTorch/TensorFlow等；,2024-06-02
阿里巴巴集团,风控算法专家,北京,30-50K·16薪,本科,3-5年,业务导向 风控/反欺诈 Python CNN/RNN/LSTM 计算机相关专业 数学/统计相关专业 机器学习算法/工程化经验,利用利用机器学习算法处理海量多模态业务数据，对风险进行识别及干预，包括但不限于：1、交易、营销、安全等不同业务场景下，利用文本、语音、图像等多模态数据，设计和实现风险识别及判定模型；2、设计和实现各种行程问题（包括取消纠纷、费用异常、服务质量、司乘安全等）的主动识别及判责模型；3、利用多模态、NLP、图神经网络等算法提升风控效果；4、将相关应用场景中的问题转化成数据模型或者科学问题，提出并实现解决方案；职位描述1、算法：在以下一个或多个领域有着丰富的经验：机器学习、深度学习、自然语言处理、多模态、语音识别。在机器学习和AI领域一流会议和期刊有论文发表的优先；2、工程：熟练掌握Python，有使用sklearn、TensorFlow等工具的经验。掌握海量数据处理技术，包括但不限于Hadoop/Hive/Spark。3、经验：拥有3年以上工业界机器学习算法的实战经验，并有较强的业务问题抽象、数据分析、特征工程、算法设计优化能力。有风控行业经验者优先。4、素质：热爱出行行业，沟通协作意识好，落地能力强。,2024-09-07
阿里云,大数据架构师(杭州),杭州,30-60K,本科,5-10年,数据仓库 数据挖掘 ETL 数据分析 架构师 大数据 云计算 物联网,职位描述：1.为客户提供大数据架构技术咨询服务，根据客户的业务场景和应用目标制定技术方案；2.为客户提供大数据实施服务，交付阿里巴巴大数据解决方案；3.与客户进行有效沟通，解决交付过程中的技术问题，并通过持续性的解决问题沉淀交付能力；4.将团队数据交付能力标准化、产品化，赋能数据交付生态合作伙伴；5.赋能客户大数据体系的持续运营能力，通过数据助力其应用创新和产业升级；职位要求：1.候选人至少对以下某一方面有丰富实战经验或良好的技术深度：a)数据治理方向：熟悉数据治理方法论，对数据建模、数据质量、数据资产、元数据管理等有实战经验；b)技术架构方向：熟悉大数据产品和技术，熟悉ETL的开发和流程优化，对数据采集、数据集成、数据开发、数据分析等大数据领域有实战经验；c)算法应用方向：熟悉大规模数据挖掘、机器学习、深度学习等相关技术，对分类聚类等机器学习算法、TensorFlow/Caffe等深度学习框架有实战经验；d)大数据基础技术方向：熟悉大数据产品生态圈包括但不限于Hive、HBase、Kafaka、Flink、ES、Spark等， 善于容量规划、架构设计和性能优化并有丰富实战经验；2.5年以上大数据技术相关工作经验，具备数据架构或数据业务咨询能力，有良好的客户沟通和管理能力；3..具备一个或多个垂直行业的业务知识，理解该行业数据的特点以及数据对业务的促进作用；4.具有良好的项目交付与团队协作能力，能够组织跨团队协作、推动项目落地；5.具有良好的逻辑思维和快速解决问题能力，能够在复杂的客户系统及应用场景中迅速帮助客户定位问题并提出可行的解决方案；6.有强烈的主人翁意识，有积极主动帮助客户成功的意愿和热情，并爱好挑战,2024-12-12
阿里巴巴智能信息事业群,自然语言处理,北京,30-50K,本科,3-5年,C/C++ 机器学习 深度学习,阿里巴巴广阔的商业生态需要丰富且深入的的自然语言处理技术，涵盖了从应用层的机器翻译、智能对话、智能客服、广告搜索到底层的词法分析、句法分析、语义分析、文档分析、深度文本表示、文本生成、知识库建设。阿里巴巴的自然语言处理技术正在推进平台化、服务化策略，不断追求技术的深度以及技术与业务的适当解耦。本岗位需要招聘自然语言处理专业的优秀本科、硕士、博士毕业生一起来夯实基础、赋能商业，实现技术与商业的完美结合。期待追求卓越、自我驱动、聪明、乐观、自省、皮实的优秀人士加入阿里巴巴，共同开创人工智能和大数据，云计算共同赋能的商业新格局。 具体职责包括但不限于： 1、紧跟业界最新自然语言处理技术动态，深入研发并努力创新自然语言处理相关的知识库、词法、句法、语义、文档、深度学习、机器翻译、智能对话等技术，包括新颖的算法/模型的提出，模块的实际开发，对接自然语言处理平台的接入以及把高水平研发成果以论文/专利等形式进行发布； 2、理解自然语言处理技术应用的相关的业务场景及需求，在自然语言处理技术内核的基础上考虑业务场景的特殊性进而适当适配业务需求； 3、在核心技术研发之外，也会适当参与到具体的NLP相关业务中，例如商业场景的多语言翻译和沟通，搜索Query分析、智能对话的语义解析及意图理解、商品评价的语义理解、内容搜索推荐的结构化分析、商品搜索推荐的标签体系、社会化问答的文本分析、智能客服的场景定制等。岗位要求：1、本科及以上学历，硕士博士优先，计算机、数学、信息管理等相关专业； 2、具备极佳的工程实现能力，精通C/C++、Java、Python、Perl等至少一门语言；对目前主流的深度学习平台：tensorflow、pytorch、mxnet等，至少对其中一个有上手经验； 3、精通自然语言处理领域的1到2项底层技术，有实际成果并发表在自然语言处理国际顶级会议、期刊者优先，有在相关的自然语言处理竞赛中获得优异成绩者优先； 4、熟悉深度学习以及常见机器学习算法的原理与算法，能熟练运用聚类、分类、回归、排序等模型解决有挑战性的问题，有大数据处理的实战经验； 5、有强烈求知欲，对人工智能领域相关技术有热情； 6、具有良好的数学基础，良好的英语阅读能力； 7、有团队意识，与他人合作良好，最好具有团队协作的经验。,2024-04-10
阿里巴巴集团,算法专家,北京,40-70K,硕士,3-5年,聊天机器人 深度学习,智能人机对话开始进入急速发展期，无论是各个互联网巨头的布局还是学术论文数量，都在有力的证明这种趋势。该职位将致力于自然语言的基础研究和开发（NLP）、自然语言的语义理解、以及人机对话系统研究和应用，打造全球领先的智能人机对话交互平台（阿里小蜜、店小蜜、云小蜜、钉钉小蜜、政务小蜜等），服务于各行各业的企业/组织。 研发方向包括但不限于： 1. 自然语言理解算法和技术的研究； 2. 人机对话模型的算法和技术的研究；3. 知识图谱和智能问答相关算法和技术的研究； 4. 针对人工智能客服机器人的应用和产品研发；虚位以待的方向人机对话职责：（1）对话管理模型的研究及开发（2）对话模拟器的研究和开发（3）智能人机对话系统的研究和开发要求：（1）自然语言处理、机器学习（尤其强化学习）等相关专业的硕士/博士，在该领域有很好的技术积累；（2）相关领域2年以上的研发经验；（3）较强的C/C++/java编程能力，熟悉perl，python等语言；（4）很强的使命感和自我驱动力；（5）良好的团队合作意识，对技术饱有热情；（6）有语言理解、对管管理等对话机器人技术研发经验者优先；（7）有ACL、EMNLP、AAAI等相关顶会论文者优先；,2024-11-23
阿里巴巴集团,算法工程师,北京,20-30K·16薪,本科,3-5年,算法设计 深度学习算法 自然语言处理 推荐算法 搜索算法 广告算法 机器学习算法,阿里巴巴国际站广告技术部算法工程师，包括搜索广告，推荐广告和品牌广告相关的算法工作,2024-04-07
饿了么,LBS大数据挖掘高级算法专家,北京,40-70K·16薪,本科,5-10年,Java 机器学习 深度学习 TensorFlow/PyTorch 机器学习算法/工程化经验 Hadoop/Hive/Spark 计算机相关专业 无明显侧重 云计算 数学/统计相关专业,1、 负责饿了么（即时配送物流场景）地图数据建设，包括送餐交付点挖掘、轨迹挖掘、缺路挖掘等；2、 负责二轮车路径规划算法建设，包括距离预估、路径规划、时间预估等；3、 利用的海量轨迹数据优化本地生活地理信息模型，对取餐点/送餐点校准、路线规划、取送难度等问题进行建模，提升用户体验和平台效率；职位描述1、 本科以上学历，数学、计算机、通信、运筹、GIS相关专业，熟悉机器学习、深度学习、图计算、动态规划等智能算法；2、 互联网地图公司背景，有轨迹匹配挖掘、路线规划、路线推荐等路网算法、引擎开发经验尤佳；3、 熟练使用java/Scala/C++/python/语言的至少一种，熟悉Linux编程环境，有Hadoop、Spark、Hive等大数据处理经验；4、 有扎实的算法基础和良好的合作沟通能力；,2024-10-08
阿里巴巴集团,自然语言处理,北京,45-65K·16薪,本科,5-10年,深度学习算法 语音算法 搜索算法,1. 负责LBS智能信息分发领域的自然语言理解方向的算法和技术研发，包括query分析、文本挖掘、语音对话系统等算法方向发展。2. 负责地理语义理解领域的核心算法研发，负责出行场景智能语音交互助手的研发。3. 对业界机器学习算法领域的前沿技术和业界应用保持敏感，结合业务特点，探索将前沿的算法技术应用于实际业务，能规划算法技术方向的发展。4. 结合亿级用户的地图信息服务场景，应用机器学习、自然语言处理、数据挖掘等技术解决实际问题。职位要求1. 知名大学本科、硕士或以上学位，计算机、自动化、电子、数学、统计、物理等理工科专业，七年以上互联网企业工作经验。2. 对搜索、语音对话领域有深入研究或者资深工作经验，有5年以上相关经验，并有得到业界认可的成果。3. 熟悉传统机器学习和深度学习算法；精通搜索意图理解或语音对话系统的算法策略；有大规模深度模型算法的实践应用经验。4. 具备优秀的逻辑思维能力，善于发现和推理不同事物之间的关系和影响，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案。5. 具备良好的主动性和求知欲，具备良好的沟通协作和抗压能力，具有全局性思维，能够带领团队完成方向性规划并推进落地。,2024-03-12
饿了么,算法专家,北京,25-50K·13薪,本科,经验不限,机器学习算法 深度学习算法 运筹优化 强化学习 调度 定价,"职位描述：即时配送调度和定价算法策略，保证体验、效率和成本三者的平衡。业务复杂，优化目标多，需综合运用机器学习、强化学习、深度学习和运筹优化等技术。万亿级市场，问题很难，学界研究不多，挑战很大，大有可为。1. 负责算法项目的需求分析与解决方案设计2. 快速的模型迭代与代码实现能力3. 有团队协作精神, 能与业务方沟通解决问题职位要求：1. 具有较强的分析问题、抽象建模与解决问题的能力2. 在数据挖掘与机器学习算法设计方面有3年以上的经验3. 3年以上Java/Python开发工作经验, 编程基础扎实4. 在算法竞赛或论文发表方面有成果的优先考虑5. 在以下领域中有一项或多项丰富工作经验者优先考虑：1) 运筹优化（包括但不限于路径规划、VRP、MIP等）2) 机器学习、强化学习、深度学习3) 个性化推荐/搜索/增长4) 仿真模拟系统5) 时空数据挖掘（包括但不限于轨迹数据挖掘、轨迹模式检测等）",2024-03-05
阿里巴巴集团,广告算法工程师（智能广告）,北京,20-40K·16薪,本科,3-5年,搜索/推荐 智能营销/广告,职位描述站在业务和技术的前线，协同多个产品技术团队，牵头推进阿⾥⼴告⾼速发展：做整体业务的顶层规划和技术拆解以及产品技术能⼒落地，设计并实现⼴告分配和扣费机制(制定“游戏规则”），深挖商业化价值并⽤深度智能化持续优化⼴告主投放效果，孵化新⼴告产品和商业化模式创新，优化⼴告⽣态健壮性等。a) 利用深度学习&强化学习进行广告系统的核心广告竞价、投放策略的迭代和创新研发；b) 负责研发支撑大规模工业级算法创新迭代的解决方案及相应的基础设施；负责构建广告中台的算法体系和框架职位要求1、推荐&广告&搜索等相关方向的同学；2、熟悉常用的机器学习算法，对算法原理及应用有较深入的理解，具备较好的工程实现能力，精通C/C++、Java、Python等其中至少一门编程语言；3、有数理分析方面良好的素养以及数理统计基础，有良好的数据敏感性和较强的逻辑分析能力，有良好的团队合作精神；4、对以下领域有深入研究的优先：a.搜索、推荐、广告算法；b.深度学习；c.自然语言处理；d.知识表示及推理；e.图像识别；f.统计机器学习；g.广告售卖机制,2024-05-08
阿里巴巴集团,闲鱼24届校招-搜推算法工程师-杭州,杭州,26-35K·16薪,本科,在校/应届,机器学习 自然语言处理算法 搜索算法 推荐算法 Python,1、基于闲鱼数据，优化个性化搜索推荐系统中基础CTR/CVR模型的效率，用技术推动业务进步；2、负责超大规模深度学习在用户兴趣建模、多场景建模、多模态理解等领域中的应用；3、负责商品和用户表征、Online Deep Learning、实时反馈、冷启动、延迟转化算法在业务系统中的应用；4、针对于闲鱼浅库存、孤品和供需不平衡的特色，探索出适合于该场景特色的流量分配机制；5、 对业界前沿技术保持敏感，结合业务特点，探索将前沿算法应用于实际业务，实现技术突破和前沿创新。职位要求1、 计算机、数学或统计学相关专业学士及以上学历；2、 熟练掌握Java/C++/Python中至少一门语言，有扎实的数据结构和算法基础；3、 熟悉常用的机器学习算法；4、具备优秀的分析和解决问题的能力，良好的沟通协作能力；5、在推荐系统、信息检索、推荐系统、计算广告学及算法博弈论相关领域研究和实践经验，在相关国际学术会议（KDD、ICML、NIPS、WSDM、WWW、SIGIR、ACL、RecSys）或者学术期刊上发表过论文者更佳；6、参加过ACM或机器学习类竞赛(天池、Kaggle)，以及参与过机器学习开源项目并有突出贡献者更佳。,2024-05-03
阿里巴巴智能信息事业群,算法工程师/专家,北京,30-60K,本科,3-5年,机器学习 强化学习 数据挖掘,岗位描述1.基于大规模用户行为，以效果为目标，建立并优化推荐系统的基础算法和策略；2.应用机器学习等尖端技术，针对海量信息建模，挖掘潜在商业价值 -负责在线广告投放系统的核心技术创新与优化；3.提高在线广告的相关度、用户体验、投放效果及变现能力。职位描述1.计算机或相关专业本科以上学历；2.良好的逻辑思维能力，和数据敏感度，能能够从海量数据中发现有价值的规律；3.具备大规模推荐系统的研发经验(推荐算法设计和实现/推荐系统评估方法研究)；4.熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术，并具备2年及以上实际工作经验；5.优秀的分析和解决问题的能力，对挑战性问题充满激情；6.具备良好的团队合作精神，较强的沟通能力，具备良好的技术领导能力；7.熟悉C/C++语言编程，对数据结构和算法设计有较为深刻的理解；8.具备搜索引擎、广告投放、反作弊相关技术的知识和经验；9.有大规模用户数据或互联网内容数据处理经验者优先。,2024-11-08
饿了么,算法专家（多方向皆可）,北京,30-60K·16薪,硕士,3-5年,业务导向,工作2-5年，在推荐/广告/定价补贴/调度方向一定经验，或者是有cv建模/ nlp建模领域经验，或者是从事过数据分析统计分析工作的皆可；1、参与阿里本地生活-饿了么交易市场的调度、定价、测算、仿真等策略的设计与开发，技术驱动业务增长；2、数据驱动，应用机器学习、运筹学、博弈论等技术提升整体交易市场的效率，降低交易市场的成本，优化用户体验；职位描述1.思维严谨、逻辑清晰， 具有较强的分析问题、抽象建模与解决问题的能力；2. 算法模型基础扎实，在数据挖掘与机器学习、运筹等算法设计方面有丰富经验者优先考虑；3. 良好的C++/Java/Python工程实现能力，ICPC/CCPC 银牌优先考虑；4. 在机器学习相关领域会议（KDD/ICML/NIPS等）优先考虑；5. 在以下领域中有一项或多项丰富工作经验者优先考虑；1) 运筹优化（包括但不限于路径规划、VRP、MIP等）2) 机器学习、强化学习、深度学习3) 个性化推荐/搜索/增长4) 仿真模拟系统5) 时空数据挖掘（包括但不限于轨迹数据挖掘、轨迹模式检测等）6.为人正直、乐观，乐于团队合作；,2024-03-28
蚂蚁集团,算法工程师-大模型方向（上海/杭州）,上海,30-60K·16薪,本科,3-5年,无明显侧重,1. 参与基于大模型和外部知识引擎的行业化认知知识规模化生产，小微行业画像自动构建，还原小微企业经营信息，应用于授信增长、客户运营等；2. 跟进NLP大模型最新研究进展，结合知识图谱、搜索引擎探索大模型领域知识注入问题，解决大模型领域应用中的可控生成问题；3. 从事领域前沿算法的研发，技术驱动，探索人工智能的创新应用；职位描述1. 计算机、软件工程、电子信息、自动化、数学、信息安全等相关专业背景，硕士及以上学历；2. 在以下任一领域有科研或工业项目经验，包括但不限于：1）自然语言处理：预训练语言模型、语义向量表示、信息抽取、机器翻译、机器阅读理解、智能对话、知识图谱等；2）语音技术：语音识别（声学模型/语言模型）、在线/离线语音合成；3. 具备扎实的编码能力，能熟练使用C/C++、Python、Java中至少一种语言；4. 熟练使用Tensorflow、PyTorch、Caffe等至少一种主流深度学习框架；5. 热衷于技术的创新和落地工作，能够运用各种资源解决具体问题、拿到业务结果，对于使用人工智能技术应用到金融信贷领域、产生商业价值具有强烈的热情；6. 相关工作经验3年以上，热爱算法，热爱思考；具备较强的沟通能力，主动性和团队协作精神；7. 有ICML、NIPS、ICCV、CVPR、EMNLP、ACL等国际顶会发表过论文者优先；,2024-06-20
阿里巴巴集团,音频算法工程师,北京,25-50K·16薪,本科,3-5年,深度学习算法 语音算法 C++ Python,岗位名称：语音音乐算法专家工作地点：北京/上海/杭州团队介绍：阿里云-视频云团队旨在建立一个全球范围内可靠流畅的实时音视频分发系统，并为全球用户提供高音质、高画质、低延迟的语音和视频服务，覆盖媒体生产处理、通话、会议、低时延直播，连麦等多种业务场景，力争成为行业体验最佳、成本最省、系统最稳的产品。岗位职责：1、完成团队音频算法产品的研发，落地工作。包括但不限于以下几个方面：1）负责音乐信息检索、音乐合成等相关算法的开发工作2）负责音频分析识别、事件检测、自动评测等算法研发落地的工作。3）负责语音/歌唱合成引擎的开发工作。4）负责2、完成算法在跨平台的移植与性能优化3、语音音乐前沿技术的预研岗位要求：1、硕士以上学历，计算机、信号处理或声学相关专业2、变成基础扎实，熟悉算法和数据结构，熟练运用C/C++、Matlab、Python等开发预研3、有声音音效开发、音频音乐内容理解、语音合成等相关技术的实际开发经验4、熟悉音频编解码和数字信号处理的相关知识5、熟悉机器学习、深度学习基础理论，熟悉常见机器学习开源框架6、有移动端机器学习算法开发经验者优先，在顶级会议发表过高质量论文者优先7、具有良好的沟通能力及团队协作精神，有较强的分析和解决问题能力8、具有一定的音乐素养，对音乐和音频技术感兴趣者优先,2024-08-28
阿里巴巴集团,阿里巴巴-算法工程师（2024届校招）,广州,25-35K·16薪,本科,在校/应届,智能营销/广告 搜索/推荐 计算机相关专业 无明显侧重 深度学习经验 Python 数学/统计相关专业,工作职责：1、负责用户增长算法优化，支持业务策略高效落地，持续提升拉新、留存等核心环节的算法效率2、持续升级广告投放优化算法，通过自动化投放和智能创意提升流量采买效率3、参与用户成长激励算法研发，深入权益Uplift、动态定价等核心算法，提升用户留存岗位要求：1、本科及以上学历，硕士博士优先，计算机、人工智能、运筹优化等相关专业；广告投放优化方向有AIGC、LLM算法研究和应用经验者优先2、熟悉常用数据挖掘和机器学习算法，在搜推广、营销、NLP等领域有算法实践经验，有实际成果并发表在国际顶级会议、期刊者优先3、熟悉Java、C++、Python、SQL等编程语言，熟练掌握MapReduce、Hive、Spark、Blink等大数据处理技术，理解BSP、MPI等并行计算原理4、具备基本的英文交流能力，包括英文文档的撰写与阅读，以及相关的英文为主的业务交流；英文流利者优先5、有良好的沟通能力，跨团队协作能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力6、良好的逻辑思维能力，积极主动的技术热情，和踏实勤奋的工作态度,2024-01-08
阿里巴巴集团,算法专家,北京,25-50K,本科,3-5年,深度学习算法 视觉图像算法 C++ Python,有图像识别，人脸识别加分或者做过搜索或推荐本科以上学历,2024-11-23
阿里巴巴智能信息事业群,大模型算力加速工程师-杭州,杭州,45-75K·16薪,本科,1-3年,无明显侧重 搜索/推荐 TensorFlow/PyTorch,1、参与大模型离线训练的效率和稳定性提升的工作；2、参与大模型在线inference吞吐/延迟优化，提升inference性价比的工作；3、参与上述算力加速软硬件及平台体系化的设计和建设工作，支撑大模型能力建设和落地应用。任职资格：1、编程基本功扎实、熟悉常用数据结构和算法；2、熟悉模型运行软硬件基本原理，有模型性能优化的相关经验；3、熟悉开源框架Pytorch、TF，有模型开发实践经验；4、了解LLM（Large Language Model）基本原理，有模型训练的相关经验；5、对搜索业务和行业有较深理解。,2024-09-05
